index,label,content,keyword
47,1,死我都不做倒插门，呸，女人有钱别找男人，装什么呢！无伴终老都不干这事,呸
48,0,呸啥玩意,呸
49,1,滚，呸，什么玩意,呸
50,0,"我只想说哥们儿，辛苦你了，保重
换我早TM掀桌子了，呸，这一家子没一好人",呸
51,1,就像女人说：男人的嘴骗人的鬼，呸～垃圾,呸
52,0,给人介绍对象，人家交往了，又想给人抢过来，呸,呸
53,0,今年22想。。。和阿。。。呸。。。姐姐。。。呃呃。。。聊聊天,呸
54,1,我嫁给你就是为了吃苦的？呸，渣女,呸
55,0,呵呸大吉大利,呸
56,1,嫁鸡随鸡嫁狗随狗！丈母娘丢老祖宗的脸，弃老祖宗用命换来的土地！呸！,呸
57,1,这样的事逼急了，迟早会出人命的，这女人的口气，当小伙子欠了她的，理所应当使的，呸呸呸，女人迟早会招报应的？,呸
58,0,快看呸,呸
59,1,还有面，你自己看看自己的后代是什么面，我呸呸呸,呸
60,0,呸，别回来了,呸
61,1,抠门的要命。银的？呸 还地道个屁。,呸
62,1,让你们上个门就受不了？那女人们嫁过去怎么就可以了？男人们原来也有矫情的时候？呸,呸
63,0,妈的呸,呸
64,1,那个网友担心了？没上去呸两口就已经很给面子了,呸
65,1,娶外国人，好啊好啊，大兄弟有本事啊，嫁外国人，呸，她竟然不为中国男人守洁，肯定是图啥个啥，懂得都懂,呸
66,1,还传统我呸，河南那个女孩就是个例子……,呸
67,0,呸     恶心,呸
68,1,女人也是这样想的，孩子不随母姓，咱就要高彩礼。女方父母也是这样想的，外孙过的好不好跟娘家有啥关系呀。还说什么二个家扶一个小，我呸,呸
69,1,读书读傻了吧，你可是独生子女。呸,呸
70,0,啊！呸……恶心,呸
71,0,不值得心疼。呸,呸
72,1,叛徒，，中国没男人了吗？呸呸,呸
73,1,这个不像大户像下作呸,呸
74,0,说的好像婚内就有精神和经济支持一样呸，晦气！,呸
75,0,阿…呸 麻麻，缺个儿子嘛,呸
76,1,是个女人肯定白人，黑人，黄皮呸。,呸
77,0,呸  没用,呸
78,0,60万就想买断我儿子，我呸,呸
79,0,拿来炫耀吗？呸,呸
80,1,恶心，呸,呸
81,1,作者心目中白人至高无上呀我呸,呸
82,1,抵制你们，呸！！！！,呸
83,1,呸，走远点，鬼知道身上有什么病,呸
84,0,软饭硬吃呸,呸
85,0,我都划走了，又回来看他条件，身高170体重90kg，啊呸～,呸
86,0,盒，呸,呸
87,0,我招上门 呸 我上门,呸
88,1,我呸不会说话就别说死封建,呸
89,0,不劝了，恋爱脑呸！,呸
90,1,这阿姨...呸，这宝贝儿真漂亮,呸
91,0,凭什么叫老实男人填坑我呸,呸
92,0,胡编乱造！呸！,呸
93,1,软饭硬吃呗，还很骄傲又当又立呸,呸
94,0,啧啧啧啧，呸,呸
95,0,就给别人生了个孩子，你干嘛这样呢。。。我。。啊，，。呸呸呸,呸
96,1,穷鬼女屌丝，还想找对象，哈呸……,呸
97,0,什么玩意呸,呸
98,0,现实：呸，恋爱狗都不谈！网络：疯狂磕cp，这属于什么,呸
99,1,真恶心…呸,呸
100,1,送我都嫌恶心、呸塑料袋,呸
101,0,我就说七夕的时候怎么没看见牛郎和织女鹊桥相会，原来你是我的织女，我是你的牛郎,织女
102,1,比劣等织女好看万倍吧,织女
103,0,科目三弱爆了,弱爆
104,1,嗯，你不就是你妈辛苦养大送到别人家给别人养老送终吗,你妈
105,0,哔哔哔什么呢？你妈彩礼没要吗？拿了彩礼孩子就该跟女方姓。,你妈
106,0,我一个男的都觉得没问题你妈收了人家女的彩礼那你就得受这气,你妈
107,1,你妈有精神病,你妈
108,1,你妈一个叛徒,你妈
109,1,看下东西，叫你妈偷完了，鞋子也偷了,你妈
110,0,我就喜欢这样有骨气的女人，美女你妈是生在福中不知福，有这么孝顺的女婿不晓得珍惜，美女为你老公出口气是对的你是明理的人，为你点赞,你妈
111,0,看看你妈在干嘛,你妈
112,0,你妈的烦死,你妈
113,0,我想看看你妈妈,你妈
114,1,我好奇你妈妈,你妈
115,0,你妈妈是很幸运的,你妈
116,1,还有吗？给你妈留一个,你妈
117,0,就没看到你妈,你妈
118,1,我想见你妈妈,你妈
119,1,你妈妈口味一定很重你外公外婆应该不知道怎么,你妈
120,1,这样的老婆不能要了他妈什么你妈就不是妈了,你妈
121,0,你妈是妈，他妈也是妈，人人都有妈，百善孝为先支持,你妈
122,1,是你妈不是他妈,你妈
123,1,说的很对！小杰太磨叽了！他妈妈和嫂子也事多死了，现在不存在上门不上门，反正都是要工作在外边！自己住，只是名意的怕什么呢！真是没钱还自大，空手套白狼！你以后守着你妈和嫂子过吧！,你妈
124,1,类女做的真对你妈眼中无人看不起你老公受到其视上门女胥以是人应该同等对待你妈真狠心这样的妈就应叫他自已去生活每月实当补助桌钱叫他自已生话玄支持美女贊,你妈
125,0,如果你的婆婆也像你妈对女婿。你会原谅吗,你妈
126,0,这个婆婆啊，和你妈妈是一路人,你妈
127,1,你妈妈这会儿已经哭晕在厕所了，去看看吧。,你妈
128,1,小颖，你妈妈做得好过份哦,你妈
129,1,你妈的我怎么在照镜子,你妈
130,0,把你妈吓一大跳,你妈
131,1,你对你妈，好吗，,你妈
132,1,柴火我拉8车，孩子跟你家姓，你问问你妈行不，不行我也能改,你妈
133,0,让你妈对小杰好点,你妈
134,1,啥时候跟你妈妈也说阿姨我不想努力了哈哈哈,你妈
135,1,你带一个那么大的儿子，你妈还那样，真的不知道你家哪来的自信，建议放过小杰。男人的青春浪费不起,你妈
136,1,小颖带阿斌和你妈分家住吗，小颖你娘大坏了开口就是上门老，阿斌个性好是好，要是个性不的早回老家了。,你妈
137,1,你妈再胡来你可能和小杰拜拜,你妈
138,0,你妈真的很爱你，你没心没肺妈妈苦苦承受不舍得那种,你妈
139,1,你妈妈是富贵眼睛,你妈
140,0,你妈那不是幼稚，那是一颗爱孩子的父母心，你是自私的追求自己的爱情不后悔，可父母从此见你的日子屈指可数，你爸妈白养你这个孩子了，自私至极,你妈
141,0,以后买一辆给你妈去买菜,你妈
142,0,"爸爸说的话～对一半，也错一半
你妈妈守住一个中国人持家的根本～俭以养德",你妈
143,1,嗲哒桌子一轩，克你妈妈男女男   别,你妈
144,1,你妈听到看到很好解决,你妈
145,1,你妈教你的,你妈
146,1,这丈母娘可以退货了以前经常看你们的作品，现在看都烦，你妈就是一个坦白痞子。,你妈
147,0,幼稚？？？？？你是咋想到这个词的，妈妈不是因为舍不得你嘛，你妈听见肯定寒心死了,你妈
148,1,你妈你爸很无奈,你妈
149,1,现在不是你逞能的时候，也不是你小的时候，如果你一意孤行，世界上没有买后悔药，你是自己自找的，怪不得别人，听你妈，你哥你嫂子，你永远和倩倩成不了一家人。说明你是个永远长不大的小孩子，不配拥有婚姻,你妈
150,1,"那是你妈自己生不出儿子，所以把恨
都恨在你老公身上了",你妈
151,1,美女听你这一说你妈想钱,你妈
152,0,你爸你妈喜不喜欢不要紧，只有你喜欢就行了你口味独特,你妈
153,0,你问问小杰挣了多少彩礼了？不行，让你妈跟他少要点儿彩礼不就得了,你妈
154,1,问问你妈，还要儿子不？,你妈
155,0,强子，你妈太偏心了，我还是喜欢看你对小雪好的片子,你妈
156,0,小杰，你就不应该有媳妇，一个人自由，想干嘛干嘛，也不用上门，，你太自私，从没替倩倩想，只为你和你家人想了，没看看自己什么条件，还挑三拣四的，有倩倩这么好的条件你还这样就是比倩倩条件差你也应该知足，别老想着空手掏白狼错过倩倩你有可能找不到媳妇，听你妈你的家人你只能害了你自己，你也别影响人家倩倩了，赶快分手，这样你要把人家倩倩毁了呀，别老想自己，替人家倩倩想想吧，到太自私了,你妈
157,1,你是不后悔，你妈后悔呀，哪个父母年龄大了都希望自由的孩子留在身边，何况你是嫁国外,你妈
158,0,相信你妈妈千万个妈妈中的一个正常妈妈的反应 你男朋友妈妈真的是1千w万个妈妈中才能遇到一个的妈妈.理解她 相信如果换做是我 我儿子去做这些 我都会接受不了,你妈
159,1,你妈有手有脚自己干嘛不动,你妈
160,1,叫你妈也改嫁过去吧！,你妈
161,1,你妈说儿子妈眼不好使我怎么光看见你呢,你妈
162,1,跟你妈长腻好像,你妈
163,0,小颖，你妈又在做什么，白罗布都舍不得唉，太过份了,你妈
164,1,当时你妈妈不和你说一个月的话,你妈
165,1,没良心了 你爹你妈 不要养他俩 你跟你老公回你老公家 这就对了 带着孩子一家去 这才对,你妈
166,0,你妈妈太务实啦，美女做的对,你妈
167,0,美女，你妈这样对你，你不要管他喽,你妈
168,1,往好处想，最起码你妈不用起早贪黑伺候你了,你妈
169,1, 静脉血你妈来了,你妈
170,0,放开小贤吧，让他跟那个女人结婚吧，你妈妈不同意,你妈
171,0,小颖做得对，把你妈赶走，这样你在心痛他，你妈太坏了，让他走你妹妹那里去。等到你也不幸福啊,你妈
172,0,你家有你哥呢，你有啥放不下心的，就是上了门还不照样管你妈吗,你妈
173,1,同性才是真爱爱你妈,你妈
174,1,你爸你妈不好回答？因为看不见她！,你妈
175,1,我要你妈,你妈
176,0,宝贝，是你妈妈做得她们太过了，爸爸也是个男子汉啊。,你妈
177,1,你妈已经气晕了,你妈
178,1,这女的是你妈？还是你媳妇，还是你妹妹？都不是你就是随便一张照片造黄谣呗,你妈
179,0,急啥呢？很多还不如呢，有的六万八万要全家命，甚至更低，见过一万一彩礼陪嫁给三十万的，男的还指挥女的，态度很差，房车都是婚前财产，老人没义务带孩子不假，坐月子还说让你妈来我妈为啥伺候？,你妈
180,1,         你妈 小黑框是同吗,你妈
181,1,你妈的一点骨气都没有，给老人几块钱还偷偷摸摸的，这样你对得起谁,你妈
182,1,别回来，真的给你妈省钱了,你妈
183,1,妹子你妈活该背时,你妈
184,0,好着呢！带回家和你妈共赏。因为你很优秀！,你妈
185,1,就这房子上你妈哪门子的门啊图个鸡毛啊,你妈
186,1,强子你妈太坏了。,你妈
187,0,你妈那么年轻啊,你妈
188,0,你选择爱情没有错，我替你妈妈说几句话，你不孝，俗我直言，把你养大，你屁股一拍，你走人，为了这所为的爱情，俗我直言，你太自私了,你妈
189,0,你妈那不是幼稚，那是一颗爱孩子的父母心，你是自私的追求自己的爱情不后悔，可父母从此见你的日子屈指可数，你爸妈白养你这个孩子了,你妈
190,1,你妈看不起上门女婿为啥自己不生个儿呢？,你妈
191,1,你老妈真的坏，不要相信你家妈，你妈两边派,你妈
192,1,你妈打死你,你妈
193,0,我妈给我打电话我儿子接的，她对我儿子说，不要惹你妈妈生气，你是外婆的宝贝，你妈妈也是。,你妈
194,1,你这是有心理阴影了吧 看样子你爹跟你妈家姓以后 过的不太顺啊,你妈
195,0,你妈妈可真不容易,你妈
196,1,囗，口个上门老，老太婆你值得，叫你妈，讨厌老太婆，信好老婆好，为老婆点赞,你妈
197,1,你妈看了哭😭了，你爸看了疯了,你妈
198,1,能把你妈给吓晕,你妈
199,1,他那两百给你妈了？不孝女给你妈了你也问,你妈
200,1,"评论区:我不要彩礼
现实:没有钱娶你妈吧",你妈
201,1,估计你爸你妈正在吐血，不要在说了,你妈
202,0,你妈妈对你取得媳妇能接受吗,你妈
203,1,你妈会和你断绝关系,你妈
204,1,上门女婿跟委屈的你妈似的，一个女人呢？,你妈
205,1,你爸，你妈看了就想哭，,你妈
206,0,动不动就听你妈的，别拿离婚去威胁小杰，人家不就穷点吗？你也不看看自己啥条件，带个孩子还是男孩，还要上门，还要把将来生的小孩也姓你家的姓，换位思考一下！我也关注你们好久了，刚开始挺看好你们的，觉得你是真的喜欢小杰，可你现在去拿离婚威胁小杰，离吧，我相信你再也找不到像小杰这么好的男孩了，不信你就试试！,你妈
207,1,这个老太婆太坏了，你这个女儿赶紧离开你妈这个地方，跟你老公一起去生活就好了，你妈妈天天在那里搞三搞四的,你妈
208,1,:) 你妈 我之前一直想他要是图我钱就好了 我借钱都会给他转,你妈
209,1,我：你看你妈！！！,你妈
210,1,你妈好坏的,你妈
211,0,去非洲找真好看呀，媳妇儿领回来了。你妈高兴死了吧,你妈
212,0,厉害自己妈妈的话不听，你妈妈有多伤心,你妈
213,0,搞不懂，人家有钱就一定要说是因为找了老头，人家找不找是人家的私事，人家又不做你妈你这么关心人家嫁了谁干嘛我是真的不理解，人家人品可以没绯闻德行可以不就行了吗，要你们操这么多心看的人无语死,你妈
214,1,如果这个女人是你妈，阁下又如何应对？！,你妈
215,1,回来你妈打死你,你妈
216,0,你不能去她要把你妈买的东西都给她姑娘了？,你妈
217,1,你妈心想好不容易生个男孩，给你整个女孩,你妈
218,1,像你妈个250，拉黑。,你妈
219,1,艳芳快发给你妈看,你妈
220,0,自己单独过吗，等你妈老了再说嘛,你妈
221,1,不上门是因为你妈太凶了，小杰嫁人也不给彩礼什么道理,你妈
222,0,你俩没什么，你妈为什么会这么问你呢你俩肯定有事,你妈
223,1,那介绍你妈来,你妈
224,1,你妈能乐死,你妈
225,0,: 小颖，你妈妈也太过分，什么事情都要管着你们两个，那男孩来你家上门对他好一点,你妈
226,0,你妈妈真为你高兴，买了，别墅找了美女，,你妈
227,1, 你妈能搂我睡觉吗,你妈
228,1,你妈认为就你这样还想找啥样的,你妈
229,0,你妈妈应该会很开心吧,你妈
230,1,你到这非州地方不好，叫你妈、你爸一看会气死,你妈
231,1,叫你妈再生个儿子吧！,你妈
232,1,那偷阿斌的钱可以送他的女儿你妈偷你们两个的钱我们在手机上看见了他当小偷了都好几万了。,你妈
233,1,小颖，你妈简直是疯老婆子。,你妈
234,1,你妈收了女方家二十万。还有啥脸姓你姓。,你妈
235,1,美女你妈真的不是好人,你妈
236,0,各位看官回去问问你爸爸，你妈妈年轻的时候有多漂亮，珍惜眼前人就好,你妈
237,1,活该活该，没一点男人，是老子管你妈三七二一……你试试,你妈
238,1,丈母娘不是个东西，当什么上门女婿受气让你妈看见多心疼，回家找妈去，,你妈
239,1,那你妈不会说你妈也会说的呀又又不是八岁的人呢做不动了，我不少了，这么晚了还不吃饭,你妈
240,1,你爸你妈是咋回事,你妈
241,1,给你妈也找一个,你妈
242,0,你居然认为母亲想要挽留你的方式是幼稚哄骗方式，难怪你妈妈后面不理你，你妈妈只是想要把所有能给你的都给你，只是不想你嫁那么远，你也是她的心头肉啊，不懂妈妈的心，所以你嫁那么远,你妈
243,1,对离开你妈妈让你妹来养他们吧,你妈
244,1,你妈幼稚？你是很成熟,你妈
245,1,不懂就问，如果是你姐或者你妈完成你的心愿，难道你也和你姐和你妈领证去？？,你妈
246,0,爱情本无错，但是你妈妈不同意，你还是要嫁，怎么说呢。。。你很自私！怀胎十月生下你，你可以让你母亲流泪伤心，但是你自己必须要开心！,你妈
247,1,真爱你妈！那是钞能力,你妈
248,1,难怪你妈妈不接受真的好难看,你妈
249,1,你妈嫁你家里受苦了没有？,你妈
250,1,阿姨你妈,你妈
251,1,倒插门就没可能，问一下你妈黄埔的可以吗？,你妈
252,1,小颖你妈看不起阿就，，天天上门佬上门佬的叫，你就说你妈，如果总是这样看不走阿斌，你就跟阿斌回公婆家，她就不敢了,你妈
253,1,你妈都不管你了，我更不想管，别再让我刷到你,你妈
254,0,自己做了母亲很能理解你妈妈的做法，那不是幼稚，那是爱和不舍，你自己也是做母亲的,你妈
255,1,和你妈断了关系吧,你妈
256,1,"你妈能说人话吗？
什么叫非二元性别？？
我能不能理解为，男女通吃？",你妈
257,0,小姑娘怎么自己做头发呀，你妈妈呢,你妈
258,1,你妈对你老公的时候，你咋不说你妈呢？,你妈
259,1, 你妈的她到底为什么觉得我喜欢她,你妈
260,0,我有一个女儿，我告诉她，如果远嫁，你的嫁妆只有你妈,你妈
261,1,就你妈这种态度，你迟早还不会过好，你爸爸是个明事理的人，还是多听听爸爸的话，少听妈妈的话吧！不然你结个婚都难，你妈认为不好的，别人不一定这样认为，观点不同，取向不同,你妈
262,1,这你妈是里外间，,你妈
263,1,你妈没把你教好，社会对你太宽容,你妈
264,1,你这话说出去，连你妈都不信,你妈
265,1,你妈太坏了，你老公不去她要喊他去。,你妈
266,1,你妈的生直接走你妈家去不行吗？还拿回家干嘛，你婆婆又要把东西拿给她女，,你妈
267,0,哪有什么阿姨？可爱的小妹妹，你怎么用你妈妈的手机拍视频呀,你妈
268,1,上门女婿咋啦，给妈一两千元不犯法，当儿媳的短欠呢，你妈是妈，男人的妈就不是妈，打你你还不知怎欠揍呢,你妈
269,1,放在煤堆里找不到那个是煤那个是人，都是假的，带回老家你妈让你气死,你妈
270,0,2岁穿你妈高跟鞋，你是真敢说,你妈
271,0,小杰靠你打挣钱买房，买车，你自己一年了连八万八彩礼都没有挣够，你自己清楚，上门女婿不丢人，你有钱了你，才能孝敬你母亲，你奶奶，你没有钱拿什么孝敬人，你为了你妈妈减轻负担，上门女婿不丢人，,你妈
272,0,小颖你妈妈太坏了，把你给婆婆买的鞋给换了。,你妈
273,1,这个婆婆太恶毒了。是小雪家外家拿来的东西。还有这个姑娘，强子。把你妈赶出去和你妹儿做。心太坏了。,你妈
274,0,你妈妈这么年轻,你妈
275,1,  真就你妈找不到,你妈
276,1,无奸不商，又奸又无情，要害自己的亲生女儿，还觉得理所当然给她迫害，你妈生你下来，就是要你做仆人的吗？做仆人不如弄死她,你妈
277,1,你妈妈骗你的,你妈
278,1,还是你妈妈说得对👍中国🇨🇳男人👨那么多非要嫁给外国人往后受罪两个字！活该活该这就是不听老人言，吃苦在䀶前。,你妈
279,1,你不知道说，你妈没用连个儿子都生不出来,你妈
280,1,真为你妈悲哀,你妈
281,0,这女孩子怕吃苦，那你就在你妈你爸家待着吧让你爸妈养你着吧,你妈
282,1,看见你妈就不想看,你妈
283,1,美女你和老公白头偕老一口齐心你妈太不对了支持你做的对,你妈
284,1,小颖，你妈太坏了。,你妈
285,0,你妈好聪明,你妈
286,1,下辈子就有闺女，再也不能给你，你瞅你里边的东西吧，全让你妈给换了，里边全装的砖头，你还给你妈拿给你妈拿到那生气去,你妈
287,0,你妈年纪也大了有三十一二岁了,你妈
288,1,"女：这就是爱情，
男：爱你妈卖麻花儿的情",你妈
289,1,强子把你妈杆启走等他自已一人过,你妈
290,1,你做得对你妈妈头有点问题,你妈
291,1,估计你爸你妈，是直接晕过去了,你妈
292,1,你给你妈整个,你妈
293,0,"你这婚礼在现在这些畸形的婚姻观真的上头。婚礼就应该这样送上祝福。
你的妈妈不是幼稚，是你到现在还没有长大。她有可能很后悔把你送出国，你妈妈只是希望你嫁近一点有事没事多往家跑。你应该感谢你爸爸开导你妈妈，要不然到现在都有可能不理你，女人轴起来自己想不通的。你妈妈把对你的爱转移到你的孩子上面了。能回国就回国吧你也会发展的很好。你在国外的话在你父母的余生里平均下来一年见面不会超过两次。父母在哪里家就在哪里，你是你孩子的家。你父母是你的家！别等家没了你想回家了。常回家看看挺好的！",你妈
294,1,你这个人真没有去处，你做个女人好多了，你妈一个上门老一个上门老还住的下去,你妈
295,1,你妈偏心偏的太离谱了，谁都看不下去,你妈
296,1,你跟你妈妈没长手吧,你妈
297,0,太绝对了，“嫁老外”随便看看…… 你让平时真诚分享生活的朋友怎么自处……这样公开说一个人的不合适吧？ 对方允许你拿出来讨论了吗 你之前说你与你妈妈的对话我觉得完全啊……为啥去说别人呀,你妈
298,1,是啊，真的你妈妈帮你大忙了，不然你自己太辛苦了，多拍点让中国孩子们向你学习。,你妈
299,1,强子你妈不是妁人太坏了,你妈
300,1,思思是你妈刚子是你爸这样对他们,你妈
301,0,你应该生个闺女然后也远嫁你就体会到你妈的心情了，到时候再说你妈妈的方式幼不幼稚,你妈
302,0,这女婿很好是你妈让你老公过去修水龙头,你妈
303,0,小颖快点来，不要给你妈妈欺负阿斌了,你妈
304,1,你要是给你妈生个孙子孙女，你妈就对你变性另有改变,你妈
305,1,你妈好美,你妈
306,0,你妈听了你说的话肯定会很伤心,你妈
307,0,实际上她看不起老公是错误的，你妹夫有那么能干吗？去弄两桌子菜，我叫你们去吃一顿噻，你妈也是和我妈一样，你在有钱的女婿如偿金币。现在农村里的干儿子，你另眼看待是一样的，也心情不好，没关系，便宜在你时候有好报的天意，对你们是有天意的,你妈
308,1,我没意见你问你妈吧,你妈
309,0,你妈真的很祥和,你妈
310,1,你妈不得说死外面别回来了,你妈
311,0,这个姐比你妈还好,你妈
312,1,小疑姐看好你老公，你妈太坏了，不想看到她,你妈
313,1,你妈妈很后悔养了一个女儿而不是儿子,你妈
314,1,你妈妈这样，你也不说说吗？,你妈
315,1,倩倩让小杰上门可以，江来你俩个的小孩不能随你的姓，在一个倩倩你妈的事真是有点多，你爸是个好人,你妈
316,0,小颖，上次不是說搬出去，看看你妈欺負他，如果不信等着看看你妈要干嘛，不要欺負他，可以搬出去,你妈
317,0,好什么好 你爸你妈生你养你   一把屎一把尿  就比如我的这个姓氏本来就少  你倒插门  改女方姓氏   你的父母亲戚朋友怎么想？,你妈
318,0, 我午饭打算去吃你妈妈做的饭,你妈
319,0,这个女儿的行为不行，给公公婆婆拿的钱也是理所应该，为好丈母娘点赞，好好跟你妈学学,你妈
320,1,和你妈AA制不好吗？你妈也是女人,你妈
321,1,爱你妈 不是男同就别来装,你妈
322,1,你妈一巴掌呼呼你,你妈
323,0,你妈妈有男朋友吗,你妈
324,0,喜欢你妈,你妈
325,1,强子，你妈太坏了,你妈
326,1,美女你妈妈心太坏了，老是挑剔离间，非要要撤散她们才好,你妈
327,1,姑娘你妈不叫人哦，姑娘可怜你男人吧。我不认什你分开过吧，你妈心真狠,你妈
328,1,你妈是良心带坏了,你妈
329,0,上门有啥不好的小杰，还不是因为自己条件不好。欠欠家对你挺好的，又不是不让你管你妈了,你妈
330,0,我跟她被我爸发现 我爸在我朋友同学老师眼里都是很严厉很凶的 但是他没有说我 他只是说 到了该干什么的年龄喜欢什么就大胆的去 就算其他亲戚不支持 我跟你妈也都站在你后面我真的哭死了,你妈
331,1,你要不发出一点声音，你妈你都不能打字,你妈
332,1,你妈缺老伴吗,你妈
333,1,二战是双引起，大家都应该讨厌双我喜欢完一个男的，过一段时间碰到一个灵魂契合的女宝宝喜欢一下怎么你了，没和你爹你妈谈管那么多，我们双霸凌全世界了？,你妈
334,0,不要掼着你妈，你妈太坏了,你妈
335,1,你妈都拿人家 20万了，就别叭叭了,你妈
336,0, 跟你妈妈有点像,你妈
337,1,库里南去年在国内才卖多少辆？你妈抖音打开全是劳和宾利,你妈
338,1,带了一件衣服拿的钱就是好，没拿东西做一下新游戏。又是背后就是上门老，上门老你妈妈是最坏的人。,你妈
339,0,你带媳妇回来你妈一点都不开心！还惊喜什么？我看是惊吓的吧？,你妈
340,1,真丢你妈四川人的脸，给四川人上德，，,你妈
341,1,不孝顺的孩子，说母亲也是用幼稚二字，你妈真是生养了个靠不住的,你妈
342,1,阿斌，小伙子是坑你的，你妈是整你的,你妈
343,1,对头没有顺从你妈爸期负你老公！,你妈
344,1,你妈妈想我了吗？,你妈
345,0,磊子，你能把你妈我气死，以后不要叫我妈,你妈
346,1,有本事叫你妈生儿子呀，别招上门女婿,你妈
347,0,真为你爸你妈争气了,你妈
348,1,给你妈看,你妈
349,0,你妈妈呢？回国了吗？,你妈
350,1,那只是你妈，我不拦着你，但是别在我眼前碍眼！,你妈
351,1,強孑就要好好治治你妈妈，。,你妈
352,1,对于那个时候，你妈妈应该还是因为自己生了儿子很自豪吧，结果变了,你妈
353,1,看评论区 笑死了你妈的,你妈
354,1,你妈是个恶毒婆婆,你妈
355,1,不要听你妈说你妈好坏不是人是鬼,你妈
356,1,我想你妈会被气晕,你妈
357,0,"说真的，我非常能体会到你母亲心情。你现在也当母亲了，应该能体会到。
从你出生，含辛茹苦把你养大，最后出国了，说真的，你母亲心里不是滋味。
有时间回国看看你妈妈。真的。别让老人太想念，满可怜的",你妈
358,1,你是个狠人，自己爸妈都不要了，你妈那是幼稚吗？,你妈
359,1,倩倩，你还是个二婚，不要太过分了，人家也是要面子的，你妈这个人也不好打交道，将来小杰过去了，受很多气的,你妈
360,1,我TM以为你妈,你妈
361,1,你像你妈妈,你妈
362,1, 你妈 让女同勇闯评论区对象自己找,你妈
363,0,你喝这样的水不应该让你妈知道！,你妈
364,1,找你妈去,你妈
365,1,你可以帮你妈洗澡了,你妈
366,1,你妈就养了一只白眼狼,你妈
367,1,对是公正公平是无比的高尚，但是你妈必定生养你是差点亡了命，你老公必定是给你的快乐感，我认为对两者应在内调解，怎能公开场伙说你父母不如你老公的恩呢？我看你也是马鞭人不尖不独的东西。,你妈
368,1,强子让你妈去闺女家养老了,你妈
369,0,天呐，下大雨了，这房子漏雨了，怎么住啊？挺帅的，小伙，你爸你妈多生气,你妈
370,1,美女，你妈连猪，狗都不如是怎么对你老么的报应，你快跟这个女人离婚吧。这种女人不能要，母女都是为了钱如果没有钱母女都是一个样,你妈
371,0,你妈把你养大，你没有陪你的妈妈变老伤心,你妈
